onset,rime,vq,F0,gender,group,df1,df2,choice,RT,pcp
z,ao,modal,3,female,G1,p<f,-6,0,1647,725115
z,ao,creaky,14,female,G4,p>f,5,1,1567,725115
z,ao,creaky,4,female,G3,p<f,-5,0,1586,725115
zh,ao,modal,5,female,G1,p<f,-4,0,1339,725115
zh,ao,modal,7,female,G1,p<f,-2,0,1689,725115
zh,ao,creaky,15,female,G4,p>f,6,1,1171,725115
zh,ao,creaky,8,female,G3,p<f,-1,0,1378,725115
b,ao,modal,-3,male,G1,p<f,-2,0,1138,725115
b,ao,creaky,-2,male,G3,p<f,-1,0,1211,725115
b,ao,creaky,-4,male,G3,p<f,-3,0,1064,725115
b,ao,creaky,3,male,G4,p>f,4,1,1139,725115
d,ao,modal,1,male,G2,p>f,2,1,1692,725115
d,ao,modal,2,male,G2,p>f,3,1,1011,725115
d,ao,modal,5,male,G2,p>f,6,1,1142,725115
d,ao,creaky,-7,male,G3,p<f,-6,0,982,725115
f,a,modal,-4,male,G1,p<f,-3,0,1154,725115
f,a,creaky,-3,male,G3,p<f,-2,0,1575,725115
f,a,creaky,4,male,G4,p>f,5,1,1649,725115
f,a,creaky,5,male,G4,p>f,6,1,1557,725115
sh,a,modal,-2,male,G1,p<f,-1,0,1260,725115
sh,a,modal,-6,male,G1,p<f,-5,0,1628,725115
sh,a,modal,4,male,G2,p>f,5,1,1040,725115
sh,a,creaky,-5,male,G3,p<f,-4,0,1925,725115
z,ao,modal,-5,male,G1,p<f,-4,0,1760,725115
z,ao,modal,-7,male,G1,p<f,-6,0,1486,725115
z,ao,creaky,-6,male,G3,p<f,-5,0,1531,725115
z,ao,creaky,2,male,G4,p>f,3,1,2011,725115
zh,ao,modal,0,male,G2,p>f,1,0,1440,725115
zh,ao,modal,3,male,G2,p>f,4,1,1239,725115
zh,ao,creaky,0,male,G4,p>f,1,0,1386,725115
zh,ao,creaky,1,male,G4,p>f,2,0,1650,725115
b,ao,modal,15,female,G2,p>f,6,1,2419,725115
b,ao,modal,3,female,G1,p<f,-6,0,2006,725115
b,ao,creaky,12,female,G4,p>f,3,0,1943,725115
b,ao,creaky,5,female,G3,p<f,-4,0,1117,725115
d,ao,modal,13,female,G2,p>f,4,1,1481,725115
d,ao,modal,6,female,G1,p<f,-3,0,1547,725115
d,ao,creaky,15,female,G4,p>f,6,1,1341,725115
d,ao,creaky,7,female,G3,p<f,-2,0,1461,725115
f,a,modal,10,female,G2,p>f,1,0,1688,725115
f,a,modal,14,female,G2,p>f,5,1,1085,725115
f,a,creaky,10,female,G4,p>f,1,0,1317,725115
f,a,creaky,6,female,G3,p<f,-3,0,1490,725115
sh,a,modal,12,female,G2,p>f,3,0,3011,725115
sh,a,modal,5,female,G1,p<f,-4,0,1951,725115
sh,a,creaky,4,female,G3,p<f,-5,0,1524,725115
sh,a,creaky,8,female,G3,p<f,-1,0,1227,725115
z,ao,modal,11,female,G2,p>f,2,0,2337,725115
z,ao,modal,7,female,G1,p<f,-2,0,1859,725115
z,ao,modal,8,female,G1,p<f,-1,0,1780,725115
z,ao,creaky,3,female,G3,p<f,-6,0,1554,725115
zh,ao,modal,4,female,G1,p<f,-5,0,1836,725115
zh,ao,creaky,11,female,G4,p>f,2,0,1365,725115
zh,ao,creaky,13,female,G4,p>f,4,1,1457,725115
zh,ao,creaky,14,female,G4,p>f,5,1,1031,725115
b,ao,modal,-4,male,G1,p<f,-3,0,1996,725115
b,ao,modal,-6,male,G1,p<f,-5,0,1968,725115
b,ao,modal,-7,male,G1,p<f,-6,0,1676,725115
b,ao,creaky,0,male,G4,p>f,1,0,1234,725115
d,ao,modal,3,male,G2,p>f,4,1,1272,725115
d,ao,modal,4,male,G2,p>f,5,1,940,725115
d,ao,creaky,-3,male,G3,p<f,-2,0,1650,725115
d,ao,creaky,4,male,G4,p>f,5,1,1552,725115
f,a,modal,-5,male,G1,p<f,-4,0,1404,725115
f,a,modal,0,male,G2,p>f,1,0,2536,725115
f,a,modal,2,male,G2,p>f,3,1,1338,725115
f,a,creaky,-5,male,G3,p<f,-4,0,1062,725115
sh,a,creaky,-6,male,G3,p<f,-5,0,1071,725115
sh,a,creaky,-7,male,G3,p<f,-6,0,1300,725115
sh,a,creaky,2,male,G4,p>f,3,1,1561,725115
sh,a,creaky,5,male,G4,p>f,6,1,1584,725115
z,ao,modal,-2,male,G1,p<f,-1,0,1105,725115
z,ao,creaky,-4,male,G3,p<f,-3,0,1349,725115
z,ao,creaky,1,male,G4,p>f,2,0,1747,725115
z,ao,creaky,3,male,G4,p>f,4,1,2084,725115
zh,ao,modal,-3,male,G1,p<f,-2,0,1427,725115
zh,ao,modal,1,male,G2,p>f,2,0,1393,725115
zh,ao,modal,5,male,G2,p>f,6,1,1535,725115
zh,ao,creaky,-2,male,G3,p<f,-1,0,1171,725115
b,ao,modal,10,female,G2,p>f,1,0,1124,725115
b,ao,modal,14,female,G2,p>f,5,1,1155,725115
b,ao,modal,5,female,G1,p<f,-4,0,3022,725115
b,ao,creaky,15,female,G4,p>f,6,1,1096,725115
d,ao,modal,3,female,G1,p<f,-6,0,1518,725115
d,ao,modal,7,female,G1,p<f,-2,0,1354,725115
d,ao,creaky,3,female,G3,p<f,-6,0,1136,725115
d,ao,creaky,8,female,G3,p<f,-1,0,1112,725115
f,a,modal,11,female,G2,p>f,2,0,1802,725115
f,a,creaky,14,female,G4,p>f,5,1,1142,725115
f,a,creaky,4,female,G3,p<f,-5,0,2012,725115
f,a,creaky,7,female,G3,p<f,-2,0,1297,725115
sh,a,modal,6,female,G1,p<f,-3,0,3321,725115
sh,a,modal,8,female,G1,p<f,-1,0,1556,725115
sh,a,creaky,10,female,G4,p>f,1,0,2593,725115
sh,a,creaky,11,female,G4,p>f,2,0,1970,725115
z,ao,modal,12,female,G2,p>f,3,1,1350,725115
z,ao,modal,15,female,G2,p>f,6,1,2021,725115
z,ao,modal,4,female,G1,p<f,-5,0,2325,725115
z,ao,creaky,13,female,G4,p>f,4,1,1352,725115
zh,ao,modal,13,female,G2,p>f,4,1,1770,725115
zh,ao,creaky,12,female,G4,p>f,3,1,1420,725115
zh,ao,creaky,5,female,G3,p<f,-4,0,1144,725115
zh,ao,creaky,6,female,G3,p<f,-3,0,1272,725115
b,ao,modal,0,male,G2,p>f,1,0,1683,725115
b,ao,creaky,-5,male,G3,p<f,-4,0,1196,725115
b,ao,creaky,-6,male,G3,p<f,-5,0,990,725115
b,ao,creaky,4,male,G4,p>f,5,1,1741,725115
d,ao,modal,-2,male,G1,p<f,-1,0,1440,725115
d,ao,creaky,-2,male,G3,p<f,-1,0,1249,725115
d,ao,creaky,-4,male,G3,p<f,-3,0,1493,725115
d,ao,creaky,5,male,G4,p>f,6,1,1540,725115
f,a,modal,-6,male,G1,p<f,-5,0,1502,725115
f,a,creaky,-7,male,G3,p<f,-6,0,1187,725115
f,a,creaky,0,male,G4,p>f,1,1,1893,725115
f,a,creaky,1,male,G4,p>f,2,1,1823,725115
sh,a,modal,1,male,G2,p>f,2,1,2664,725115
sh,a,modal,2,male,G2,p>f,3,1,1381,725115
sh,a,modal,5,male,G2,p>f,6,1,1219,725115
sh,a,creaky,3,male,G4,p>f,4,1,1428,725115
z,ao,modal,-3,male,G1,p<f,-2,0,1696,725115
z,ao,modal,-4,male,G1,p<f,-3,0,1349,725115
z,ao,modal,3,male,G2,p>f,4,1,1480,725115
z,ao,modal,4,male,G2,p>f,5,1,2009,725115
zh,ao,modal,-5,male,G1,p<f,-4,0,1324,725115
zh,ao,modal,-7,male,G1,p<f,-6,0,1052,725115
zh,ao,creaky,-3,male,G3,p<f,-2,0,1562,725115
zh,ao,creaky,2,male,G4,p>f,3,1,2355,725115
b,ao,modal,4,female,G1,p<f,-5,0,2538,725115
b,ao,modal,6,female,G1,p<f,-3,0,2099,725115
b,ao,creaky,11,female,G4,p>f,2,0,1616,725115
b,ao,creaky,3,female,G3,p<f,-6,0,1547,725115
d,ao,modal,10,female,G2,p>f,1,0,1241,725115
d,ao,modal,12,female,G2,p>f,3,1,2155,725115
d,ao,creaky,13,female,G4,p>f,4,1,1441,725115
d,ao,creaky,4,female,G3,p<f,-5,0,1000,725115
f,a,modal,3,female,G1,p<f,-6,0,1478,725115
f,a,modal,5,female,G1,p<f,-4,0,1780,725115
f,a,modal,8,female,G1,p<f,-1,0,1325,725115
f,a,creaky,8,female,G3,p<f,-1,0,1177,725115
sh,a,modal,13,female,G2,p>f,4,1,1154,725115
sh,a,modal,7,female,G1,p<f,-2,0,1174,725115
sh,a,creaky,14,female,G4,p>f,5,1,1051,725115
sh,a,creaky,15,female,G4,p>f,6,1,1007,725115
z,ao,creaky,10,female,G4,p>f,1,0,1555,725115
z,ao,creaky,12,female,G4,p>f,3,1,1861,725115
z,ao,creaky,5,female,G3,p<f,-4,0,1623,725115
z,ao,creaky,6,female,G3,p<f,-3,0,1551,725115
zh,ao,modal,11,female,G2,p>f,2,0,2556,725115
zh,ao,modal,14,female,G2,p>f,5,1,1288,725115
zh,ao,modal,15,female,G2,p>f,6,1,1679,725115
zh,ao,creaky,7,female,G3,p<f,-2,0,2524,725115
b,ao,modal,2,male,G2,p>f,3,1,1067,725115
b,ao,modal,3,male,G2,p>f,4,1,1211,725115
b,ao,creaky,-7,male,G3,p<f,-6,0,1091,725115
b,ao,creaky,2,male,G4,p>f,3,1,1705,725115
d,ao,modal,-5,male,G1,p<f,-4,0,1118,725115
d,ao,creaky,-5,male,G3,p<f,-4,0,1419,725115
d,ao,creaky,1,male,G4,p>f,2,1,1260,725115
d,ao,creaky,3,male,G4,p>f,4,1,1134,725115
f,a,modal,-3,male,G1,p<f,-2,0,1761,725115
f,a,modal,-7,male,G1,p<f,-6,0,1379,725115
f,a,modal,1,male,G2,p>f,2,1,1621,725115
f,a,creaky,-4,male,G3,p<f,-3,0,1450,725115
sh,a,modal,-4,male,G1,p<f,-3,0,1343,725115
sh,a,modal,0,male,G2,p>f,1,0,1898,725115
sh,a,creaky,-2,male,G3,p<f,-1,0,1237,725115
sh,a,creaky,-3,male,G3,p<f,-2,0,2762,725115
z,ao,modal,-6,male,G1,p<f,-5,0,1394,725115
z,ao,modal,5,male,G2,p>f,6,1,1479,725115
z,ao,creaky,0,male,G4,p>f,1,0,1526,725115
z,ao,creaky,4,male,G4,p>f,5,1,1932,725115
zh,ao,modal,-2,male,G1,p<f,-1,0,1477,725115
zh,ao,modal,4,male,G2,p>f,5,1,1085,725115
zh,ao,creaky,-6,male,G3,p<f,-5,0,1164,725115
zh,ao,creaky,5,male,G4,p>f,6,1,1414,
